movieId,degree,m_degree,f_degree
113252,3.082395353,3.162269233,3.027337342
130452,3.082395353,3.090840661,3.077337342
40851,3.082045796,3.091332821,3.074989748
1334,3.081462066,3.194147071,2.980690723
4887,3.08132224,3.061320021,3.126686714
1055,3.081134616,3.505546311,2.913668671
3474,3.081134616,3.386092623,2.674867869
4497,3.081134616,2.886092623,3.341534535
5830,3.081134616,3.013865779,3.255467468
6805,3.081134616,3.008319467,3.135934937
25828,3.081134616,1.505546311,3.713668671
26467,3.081134616,3.505546311,2.913668671
41585,3.081134616,3.3416528,2.885934937
59738,3.081134616,2.755546311,3.213668671
69118,3.081134616,5.002773155,2.766402405
73511,3.081134616,2.913865779,3.505467468
81456,3.081134616,2.761092623,3.508201202
83374,3.081134616,3.005546311,3.113668671
88272,3.081134616,2.674986134,3.385934937
90738,3.081134616,3.136092623,3.008201202
97648,3.081134616,3.113865779,3.005467468
99530,3.081134616,3.008319467,3.135934937
100306,3.081134616,3.136092623,3.008201202
102072,3.081134616,3.3416528,2.885934937
118354,3.081134616,3.008319467,3.135934937
142424,3.081134616,3.636092623,2.341534535
175809,3.081134616,3.174986134,3.010934937
4234,3.080928487,2.945245577,3.182229249
2320,3.080792474,3.298426234,2.844391411
78637,3.080758259,3.225631883,2.980891755
1824,3.080513958,3.358291735,2.802381386
2597,3.080513958,2.683305602,3.282804811
49957,3.080513958,3.522185246,2.727337342
2269,3.079780612,3.108406623,3.046923497
54787,3.078976559,3.227731558,2.913492497
78264,3.078976559,3.121413805,3.021869874
4745,3.07833041,3.061009428,3.107672681
2789,3.077975348,3.039590448,3.131002432
846,3.077731558,3.108264004,3.013668671
4771,3.077731558,2.959685246,3.157804811
4862,3.077731558,2.949944537,3.271869874
4885,3.077731558,2.866611203,3.396869874
8959,3.077731558,3.485050169,2.580159164
1821,3.077320271,3.264768928,2.87235873
42,3.076896412,3.038014965,3.140806388
136598,3.076737184,2.939595623,3.227337342
143365,3.076737184,3.16686835,2.977337342
112868,3.075959259,2.96739561,3.271869874
50162,3.075959259,3.233697804,3.007672681
548,3.075919474,3.064870515,3.084923672
2375,3.075705453,2.996230561,3.150995479
90719,3.075369553,2.788824181,3.524603608
81156,3.074944537,2.991611203,3.157804811
8591,3.074944537,3.208264004,2.857936941
782,3.07473655,2.976725298,3.167177278
3235,3.074538467,3.305281795,2.874339347
6811,3.074538467,3.18989718,2.974339347
2040,3.074512564,2.808264004,3.439161986
45028,3.07447464,3.394141078,2.856239748
53161,3.07447464,3.194202473,2.877337342
5392,3.073592623,3.508319467,2.813668671
6326,3.073592623,3.011092623,3.135934937
7095,3.073592623,2.002773155,3.233421853
42900,3.073592623,3.011092623,3.135934937
49263,3.073592623,3.636092623,2.510934937
49276,3.073592623,3.255546311,3.016402405
49815,3.073592623,3.213865779,2.841534535
53988,3.073592623,3.174986134,3.013668671
56012,3.073592623,3.174986134,3.013668671
62718,3.073592623,4.255546311,2.683069072
170401,3.073592623,3.213865779,2.841534535
176355,3.073592623,3.011092623,3.135934937
89523,3.073592623,2.766638935,4.005467468
114818,3.073592623,3.674986134,2.713668671
139130,3.073592623,3.313865779,2.674867869
140725,3.073592623,3.136092623,3.010934937
141924,3.073592623,2.502773155,3.161993282
144606,3.073592623,2.174986134,3.613668671
154941,3.073592623,3.674986134,2.713668671
157268,3.073592623,3.3416528,2.913668671
59103,3.073507117,3.311849531,2.933687416
119141,3.071614648,3.112019183,3.027052578
2978,3.071250757,3.184268908,2.982276289
68205,3.070278018,3.311774283,2.884349371
609,3.068212523,3.03917384,3.120802578
566,3.068034757,3.099972268,3.008201202
2589,3.068034757,2.913865779,3.260934937
3222,3.068034757,3.505546311,2.947707568
4800,3.068034757,2.713865779,3.510934937
5636,3.068034757,3.099972268,3.008201202
6041,3.068034757,2.913865779,3.260934937
6410,3.068034757,2.813865779,3.385934937
6998,3.068034757,2.674986134,3.266402405
31689,3.068034757,3.266638935,2.674867869
56001,3.068034757,,3.080159164
798,3.067251068,3.026549318,3.122357389
95105,3.066897052,2.900084825,3.19650579
56156,3.066688369,2.991346122,3.138537842
33085,3.06655574,3.019319651,3.12883699
1920,3.06637784,3.076477475,3.052974863
1113,3.065847856,3.153474367,2.958238188
80846,3.065615948,3.233194675,2.857276289
2038,3.064054668,3.056356688,3.071077091
39435,3.063993344,3.144853606,2.979526546
3765,3.063865779,2.516638935,3.885934937
5605,3.063865779,3.113865779,3.013668671
6140,3.063865779,3.113865779,3.013668671
8190,3.063865779,3.174986134,3.019136139
56093,3.063865779,2.136092623,3.683069072
67534,3.063865779,2.511092623,3.433069072
93892,3.063865779,3.099972268,3.010934937
118706,3.063865779,2.913865779,3.213668671
136864,3.0620716,3.156411222,2.965642633
5308,3.062029418,2.985626459,3.131696738
34336,3.061849531,2.985050169,3.106354149
7004,3.061666229,3.180351868,2.938249766
476,3.060706902,3.01941209,3.135934937
2339,3.060706902,2.959685246,3.341534535
4162,3.060706902,2.683305602,3.513668671
4574,3.060706902,3.413865779,2.766402405
5036,3.060706902,2.3416528,3.334369874
7883,3.060706902,2.636092623,3.304850425
8730,3.060706902,2.174986134,3.396869874
26750,3.060706902,3.516638935,2.513668671
68444,3.060706902,3.005546311,3.080159164
78679,3.060706902,2.8416528,3.146869874
81516,3.060706902,2.933305602,3.213668671
91488,3.060706902,3.433305602,2.613668671
99912,3.05962285,3.180463117,2.954180236
2126,3.059246581,2.913550106,3.186381446
131013,3.059112947,2.877731558,3.152646514
3841,3.05882134,3.016500277,3.09314308
600,3.058305602,3.413847291,2.008201202
621,3.058305602,2.849972268,3.266402405
5521,3.058305602,3.305126376,2.713668671
5531,3.058305602,2.713865779,3.304850425
5629,3.058305602,2.913865779,3.161993282
8724,3.058305602,3.590840661,2.313668671
27648,3.058305602,3.613865779,2.661993282
159191,3.058305602,2.733697804,3.513668671
183421,3.058305602,3.413865779,2.804850425
85131,3.058194675,3.169278054,2.898942955
5312,3.058079967,3.130430763,2.987258845
1021,3.057686907,2.928102468,3.187590247
4293,3.057452138,2.895967038,3.207672681
161580,3.057452138,3.116611203,3.017061717
136016,3.056849694,3.408264004,2.859538629
3445,3.056681324,2.895967038,3.216843708
5255,3.056681324,2.96739561,3.145415136
3759,3.056487051,3.51941209,2.516402405
4394,3.056487051,3.277731558,2.341534535
5867,3.056487051,3.01941209,3.099735738
49526,3.056487051,2.755546311,3.120980168
54734,3.056487051,3.766638935,2.447707568
95149,3.056487051,3.084685246,3.013668671
99296,3.056487051,2.959685246,3.213668671
103384,3.056139073,2.849328896,3.280267192
4971,3.055956122,2.66686835,3.324989748
71248,3.055956122,3.135378943,2.927337342
1970,3.05568751,3.058406623,3.052003693
102033,3.055281795,3.074512564,3.035538545
7173,3.055180103,2.991333888,3.114458498
59256,3.055126376,3.162269233,2.947707568
130448,3.055126376,3.147185246,2.933069072
2805,3.05499808,3.026728076,3.079130449
71745,3.054845003,2.967471631,3.125751776
5588,3.054132001,2.894141078,3.510934937
52462,3.054132001,3.813865779,2.677337342
86817,3.054132001,3.136069513,2.933069072
90343,3.053435246,3.30273618,2.733421853
103483,3.053435246,2.897185246,3.209369874
3914,3.053435246,3.427731558,2.433069072
5980,3.053435246,3.136069513,2.947707568
5665,3.053231987,2.959685246,3.10970085
5303,3.053153241,3.167473402,2.929156276
5765,3.052983589,2.959685246,3.135714719
82499,3.052983589,3.090840661,3.027337342
3103,3.05292766,2.913847291,3.157804811
1472,3.05273618,3.075959259,3.019136139
119655,3.05273618,3.074944537,3.016402405
109569,3.052731558,3.277731558,2.827337342
2842,3.052660769,2.913847291,3.177337342
6559,3.052660769,3.116611203,2.947707568
4558,3.052527868,3.089898478,3.014631095
47122,3.051284895,3.405463117,2.768343357
2004,3.049948224,3.086537868,3.007073177
2135,3.047270888,2.998426234,3.089684709
489,3.04666465,3.036856974,3.05354099
42011,3.046169396,3.152120204,2.966387783
5507,3.046061116,3.066644481,3.020434663
12,3.045386329,3.132022026,2.938363404
384,3.044654572,2.99282761,3.10457253
3177,3.043947222,2.81655574,3.211425352
7101,3.043892566,3.055463117,3.036773788
558,3.041865987,2.687486667,3.288092428
92422,3.041256026,2.986807701,3.104762773
3999,3.04072603,2.953008535,3.137918766
5530,3.039917597,3.048552712,3.02960717
1609,3.039532066,2.891569605,3.22294407
2365,3.039532066,2.939188653,3.164120541
86835,3.039532066,3.015554883,3.074989748
445,3.039135772,3.072803497,2.998618744
5572,3.039135772,2.997130386,3.082666853
2168,3.038824181,2.920666411,3.141006014
82202,3.038238737,3.201564312,2.844391411
117590,3.03783817,3.225948206,2.862258845
3206,3.037789869,2.71739561,3.236788931
3879,3.037318071,3.020304323,3.052823556
3987,3.036772714,2.997130386,3.087634654
38,3.036051026,2.741597337,3.439161986
4957,3.036051026,2.966583472,3.209369874
5680,3.036051026,2.66686835,3.307672681
6219,3.036027916,3.026374172,3.046473482
4487,3.035262865,3.070705389,3.000273373
882,3.034426748,2.901918519,3.179674685
73319,3.034244513,2.950620493,3.10457253
1644,3.033443804,3.083304102,2.975468887
694,3.03332224,2.934101284,3.139024056
5361,3.03327787,2.919370493,3.271869874
6850,3.03327787,2.939595623,3.112461622
4232,3.03324503,3.053548744,3.010269903
2354,3.033005506,2.827903315,3.288343357
424,3.032437767,3.000058382,3.074339347
6534,3.032008744,3.140120198,2.918050395
486,3.031891292,2.92949659,3.349735738
3732,3.031891292,2.911027916,3.513668671
3113,3.03183285,2.996708883,3.062186807
6564,3.031376754,3.085593622,2.973887897
1762,3.029516218,2.954306924,3.17157154
2263,3.029328896,2.937486667,3.128109622
3834,3.029118136,2.827731558,3.211889259
88812,3.028745493,3.038824181,3.021429439
1791,3.027731558,2.691625069,3.30279835
3370,3.027731558,3.03327787,3.021869874
57147,3.027731558,3.247180624,2.848252895
5785,3.027361804,2.954563127,3.112442114
5506,3.026854883,2.950620493,3.107672681
53207,3.026854883,3.491611203,2.736151477
2034,3.026801209,3.088887207,2.945987165
120635,3.026374172,3.00405574,3.073986565
87522,3.024958402,3.674986134,2.907672681
6927,3.024958402,3.162269233,2.939161986
26819,3.024958402,2.969402846,3.080159164
4149,3.023741476,2.97994795,3.060534385
200,3.023571824,3.327731558,2.59056471
3758,3.023571824,2.913847291,3.146869874
4501,3.023571824,3.177731558,2.804850425
115881,3.023571824,3.327731558,2.59056471
1128,3.023210108,2.97483361,3.075061716
2625,3.02296938,2.815847856,3.427337342
6078,3.02296938,3.041597337,3.002557993
111617,3.02296938,2.741597337,3.323986565
50804,3.022521986,2.795722407,3.326984995
50923,3.022185246,3.513865779,2.80279835
80241,3.022185246,3.522185246,2.521869874
93831,3.022139027,3.133250138,2.910318328
94266,3.020967038,3.28327787,2.824989748
1881,3.020967038,3.074944537,2.981239748
4808,3.020967038,2.98832012,3.075525622
45062,3.020967038,2.997589488,3.041006014
3375,3.020798668,2.827731558,3.413668671
96430,3.020798668,2.913865779,3.077337342
56805,3.020264328,3.128999975,2.88254055
4893,3.01941209,2.805126376,3.233421853
6629,3.01941209,2.733697804,3.304850425
34536,3.01941209,2.636069513,3.713668671
49220,3.01941209,2.662269233,3.376278996
114439,3.01941209,3.247180624,2.613668671
141422,3.01941209,2.733697804,3.304850425
2296,3.018636197,3.099807449,2.916961154
2416,3.01810947,3.012439584,3.022246407
4408,3.018025513,3.266638935,2.804850425
4597,3.018025513,2.683305602,3.304850425
5601,3.018025513,3.272185246,2.613668671
64116,3.018025513,3.313865779,2.834369874
166492,3.018025513,3.313865779,2.834369874
4915,3.017951562,2.774889073,3.295503657
3858,3.017731884,2.99282761,3.074471478
7376,3.016884856,3.248712462,2.868729496
1437,3.016638935,3.183305602,2.849735738
5981,3.016638935,3.266638935,2.766402405
6815,3.016638935,3.613865779,2.59056471
104245,3.016638935,3.099972268,2.933069072
1591,3.016084304,2.875894875,3.161384434
2445,3.015454041,2.950620493,3.075885247
283,3.015252357,2.3416528,3.271869874
1473,3.015252357,3.305126376,2.510934937
26513,3.015252357,3.334685246,2.174867869
36289,3.015252357,2.766638935,3.313668671
43677,3.015252357,3.511092623,2.733421853
50445,3.015252357,3.213865779,2.849735738
97950,3.015252357,3.183305602,2.813668671
112316,3.015252357,2.947983519,3.135934937
1837,3.014664448,2.900084825,3.271869874
1841,3.014664448,3.151435641,2.866138144
4231,3.014472407,3.042043454,2.988343357
2374,3.014011487,3.080421519,2.948678695
1329,3.013865779,3.090840661,2.841534535
1896,3.013865779,3.413865779,2.613668671
2509,3.013865779,2.636092623,3.266402405
7059,3.013865779,2.113865779,3.913668671
8134,3.013865779,3.013865779,3.013668671
8872,3.013865779,4.136092623,2.266402405
46772,3.013865779,3.008319467,3.019136139
55729,3.013865779,3.255546311,2.959369874
64508,3.013865779,3.266638935,2.635934937
166532,3.013865779,3.174986134,2.947707568
4867,3.013404945,3.000116764,3.032012028
101112,3.013387186,3.337389073,2.814408218
1919,3.013216277,2.991611203,3.032615553
63436,3.012625421,3.083194675,2.928343357
8578,3.012479201,3.01941209,3.005467468
27003,3.012479201,3.313865779,2.635934937
68324,3.012479201,2.3416528,3.349735738
69654,3.012479201,2.805126376,3.755467468
88345,3.012479201,2.933305602,3.174867869
91371,3.012479201,3.213865779,2.760934937
113642,3.012479201,3.674986134,2.683069072
175199,3.012479201,3.136092623,2.913668671
176603,3.012479201,2.413865779,3.760934937
6810,3.012179092,3.023426234,2.99930414
7381,3.011977673,2.867760082,3.128769399
119155,3.011977673,3.201093415,2.859538629
3354,3.011318695,3.000408675,3.016798128
379,3.011308442,3.025634503,2.99207217
2358,3.011092623,3.213865779,2.674867869
2756,3.011092623,3.136092623,2.885934937
3694,3.011092623,3.266638935,2.255467468
5427,3.011092623,2.674986134,3.213668671
5990,3.011092623,2.261092623,3.760934937
7093,3.011092623,3.3416528,2.813668671
32196,3.011092623,2.674986134,3.213668671
50703,3.011092623,4.002773155,2.876278996
52724,3.011092623,3.136092623,2.885934937
53326,3.011092623,2.913865779,3.174867869
72982,3.011092623,3.136092623,2.885934937
86355,3.011092623,2.813865779,3.341534535
102070,3.011092623,2.599972268,4.255467468
103727,3.011092623,3.413865779,2.341534535
106197,3.011092623,3.413865779,2.341534535
120474,3.011092623,2.683305602,4.005467468
4677,3.010861526,3.053195654,2.971612328
1382,3.010762842,3.010617224,3.012489748
1475,3.010762842,3.157953119,2.854762773
1703,3.01072585,3.038282155,2.969048052
54771,3.01072585,3.169370493,2.841006014
415,3.010188333,3.067722777,2.945577977
1550,3.010152162,2.757777441,3.241138144
197,3.009706045,3.005546311,3.013668671
722,3.009706045,3.505546311,2.813668671
972,3.009706045,2.849972268,4.002733734
1519,3.009706045,2.761092623,3.341534535
2056,3.009706045,2.674986134,3.260934937
4038,3.009706045,2.513865779,4.255467468
4934,3.009706045,3.008319467,3.010934937
5808,3.009706045,3.3416528,2.760934937
6747,3.009706045,3.313865779,2.255467468
6775,3.009706045,3.013865779,3.005467468
6984,3.009706045,2.849972268,4.002733734
8675,3.009706045,2.636092623,3.508201202
27584,3.009706045,3.413865779,2.005467468
38994,3.009706045,3.508319467,2.635934937
51418,3.009706045,3.002773155,3.016402405
60128,3.009706045,2.511092623,3.674867869
68442,3.009706045,2.674986134,3.260934937
70597,3.009706045,2.002773155,3.183069072
72176,3.009706045,2.755546311,3.113668671
102991,3.009706045,2.913865779,3.255467468
114925,3.009706045,2.761092623,3.341534535
117364,3.009706045,3.213865779,2.505467468
144716,3.009706045,3.008319467,3.010934937
163056,3.009706045,3.255546311,2.913668671
2879,3.009434758,2.975948206,3.054674685
962,3.008319467,2.761092623,3.505467468
4490,3.008319467,2.674986134,3.341534535
4796,3.008319467,3.136092623,2.755467468
5532,3.008319467,3.174986134,2.841534535
5733,3.008319467,2.8416528,3.174867869
6366,3.008319467,3.386092623,2.255467468
6685,3.008319467,3.261092623,2.505467468
26083,3.008319467,4.002773155,2.813668671
26562,3.008319467,3.005546311,3.010934937
26630,3.008319467,2.886092623,3.255467468
32300,3.008319467,3.261092623,2.505467468
49856,3.008319467,2.674986134,3.341534535
50641,3.008319467,3.136092623,2.755467468
53143,3.008319467,2.8416528,3.174867869
66240,3.008319467,3.002773155,3.013668671
69304,3.008319467,2.505546311,3.260934937
72224,3.008319467,2.761092623,3.505467468
78774,3.008319467,3.755546311,2.635934937
90154,3.008319467,3.261092623,2.505467468
95170,3.008319467,2.755546311,3.135934937
101207,3.008319467,3.002773155,3.013668671
115770,3.008319467,3.013865779,3.002733734
162478,3.008319467,3.002773155,3.013668671
67695,3.008264004,2.92949659,3.112461622
66198,3.008250138,3.034426748,2.974339347
91128,3.008250138,3.133250138,2.88254055
4990,3.008194675,3.083194675,2.932012028
4396,3.008012171,2.973615402,3.056229496
751,3.006932889,3.755546311,2.508201202
1053,3.006932889,4.002773155,2.760934937
2079,3.006932889,2.005546311,3.674867869
2103,3.006932889,3.005546311,3.008201202
2257,3.006932889,2.502773155,3.135934937
2466,3.006932889,2.674986134,3.505467468
3106,3.006932889,3.011092623,3.002733734
3122,3.006932889,2.761092623,4.002733734
3282,3.006932889,3.008319467,3.005467468
5131,3.006932889,3.005546311,3.008201202
5155,3.006932889,2.674986134,3.505467468
6601,3.006932889,2.761092623,4.002733734
6630,3.006932889,2.3416528,4.005467468
6642,3.006932889,3.005546311,3.008201202
7742,3.006932889,2.8416528,3.255467468
7881,3.006932889,2.8416528,3.255467468
8534,3.006932889,3.502773155,2.885934937
8894,3.006932889,2.002773155,3.260934937
8931,3.006932889,2.255546311,3.508201202
25901,3.006932889,4.502773155,2.635934937
26488,3.006932889,2.755546311,3.174867869
31950,3.006932889,3.505546311,2.674867869
44058,3.006932889,4.005546311,2.341534535
48159,3.006932889,2.255546311,3.508201202
60201,3.006932889,3.508319467,2.255467468
164735,3.006932889,2.255546311,3.508201202
150254,3.006932889,3.013865779,
76127,3.006932889,4.255546311,2.174867869
83424,3.006932889,2.3416528,4.005467468
97462,3.006932889,3.005546311,3.008201202
6427,3.006932889,,3.013668671
43914,3.006932889,,3.013668671
107196,3.006932889,2.255546311,3.508201202
110645,3.006932889,3.505546311,2.674867869
111255,3.006932889,2.8416528,3.255467468
116807,3.006932889,3.3416528,2.505467468
118970,3.006932889,2.505546311,3.341534535
127134,3.006932889,,3.013668671
141397,3.006932889,3.255546311,2.841534535
155846,3.006932889,4.255546311,2.174867869
472,3.005728,2.895967038,3.107672681
5002,3.005728,3.105472361,2.848252895
623,3.005546311,2.674986134,4.002733734
871,3.005546311,3.505546311,2.505467468
2246,3.005546311,2.674986134,4.002733734
2578,3.005546311,4.005546311,2.005467468
2923,3.005546311,3.008319467,3.002733734
2992,3.005546311,3.505546311,2.505467468
3161,3.005546311,2.005546311,4.005467468
3659,3.005546311,2.508319467,4.502733734
3670,3.005546311,3.005546311,3.005467468
4185,3.005546311,2.505546311,3.505467468
4201,3.005546311,2.674986134,4.002733734
4303,3.005546311,2.255546311,3.755467468
4608,3.005546311,2.755546311,3.255467468
4674,3.005546311,2.3416528,5.002733734
4752,3.005546311,2.755546311,3.255467468
4779,3.005546311,3.008319467,3.002733734
5658,3.005546311,2.755546311,3.255467468
5924,3.005546311,2.002773155,3.341534535
6757,3.005546311,3.255546311,2.755467468
6980,3.005546311,2.505546311,3.505467468
7290,3.005546311,2.002773155,3.341534535
7724,3.005546311,3.008319467,3.002733734
25759,3.005546311,3.755546311,2.255467468
41941,3.005546311,2.508319467,4.502733734
60526,3.005546311,2.002773155,3.341534535
61357,3.005546311,3.755546311,2.255467468
68901,3.005546311,3.255546311,2.755467468
71878,3.005546311,2.8416528,3.502733734
72630,3.005546311,3.005546311,3.005467468
77596,3.005546311,2.674986134,4.002733734
78032,3.005546311,2.8416528,3.502733734
84621,3.005546311,3.505546311,2.505467468
91681,3.005546311,3.174986134,2.502733734
95965,3.005546311,0.502773155,3.841534535
98019,3.005546311,2.005546311,4.005467468
98087,3.005546311,3.174986134,2.502733734
7226,3.005546311,,3.010934937
8486,3.005546311,,3.010934937
59260,3.005546311,,3.010934937
90310,3.005546311,,3.010934937
93570,3.005546311,,3.010934937
106473,3.005546311,2.255546311,3.755467468
114044,3.005546311,3.005546311,3.005467468
115203,3.005546311,2.8416528,3.502733734
115240,3.005546311,,3.010934937
118466,3.005546311,2.255546311,3.755467468
119139,3.005546311,3.505546311,2.505467468
133869,3.005546311,3.255546311,2.755467468
135442,3.005546311,3.8416528,0.502733734
141702,3.005546311,2.508319467,4.502733734
168286,3.005546311,3.255546311,2.755467468
188309,3.005546311,1.502773155,3.508201202
188679,3.005546311,3.174986134,2.502733734
6707,3.005536911,3.229365987,2.740477492
1854,3.005308612,2.728358718,3.459369874
2749,3.005308612,2.866611203,3.191270275
65577,3.005308612,3.469402846,2.657804811
2701,3.004807552,2.968803191,3.031123877
3484,3.004176046,2.779380045,3.256219245
56,3.004159733,1.002773155,4.005467468
560,3.004159733,4.002773155,2.505467468
763,3.004159733,4.002773155,2.505467468
874,3.004159733,3.005546311,3.002733734
1159,3.004159733,3.005546311,3.002733734
1470,3.004159733,3.005546311,3.002733734
1861,3.004159733,3.505546311,2.002733734
2061,3.004159733,3.005546311,3.002733734
3880,3.004159733,3.005546311,3.002733734
4165,3.004159733,3.005546311,3.002733734
4258,3.004159733,3.005546311,3.002733734
4530,3.004159733,2.002773155,3.505467468
4582,3.004159733,3.002773155,3.005467468
4592,3.004159733,3.505546311,2.002733734
5157,3.004159733,2.002773155,3.505467468
5216,3.004159733,2.755546311,3.502733734
5277,3.004159733,3.005546311,3.002733734
5375,3.004159733,3.505546311,2.002733734
5763,3.004159733,2.505546311,4.002733734
5832,3.004159733,3.505546311,2.002733734
5919,3.004159733,2.255546311,4.502733734
5977,3.004159733,2.505546311,4.002733734
6073,3.004159733,4.255546311,0.502733734
6194,3.004159733,3.502773155,2.755467468
6312,3.004159733,3.505546311,2.002733734
6406,3.004159733,2.502773155,3.255467468
6527,3.004159733,3.005546311,3.002733734
6964,3.004159733,2.755546311,3.502733734
7085,3.004159733,3.002773155,3.005467468
7341,3.004159733,3.255546311,2.502733734
8227,3.004159733,3.005546311,3.002733734
8292,3.004159733,3.005546311,3.002733734
8478,3.004159733,5.002773155,2.005467468
8980,3.004159733,4.002773155,2.505467468
25839,3.004159733,3.255546311,2.502733734
26021,3.004159733,4.255546311,0.502733734
26181,3.004159733,4.502773155,2.255467468
26365,3.004159733,3.005546311,3.002733734
26565,3.004159733,2.005546311,5.002733734
26675,3.004159733,0.502773155,4.255467468
26765,3.004159733,2.502773155,3.255467468
27008,3.004159733,3.502773155,2.755467468
27220,3.004159733,5.002773155,2.005467468
27304,3.004159733,3.005546311,3.002733734
27426,3.004159733,2.502773155,3.255467468
27485,3.004159733,4.002773155,2.505467468
31889,3.004159733,4.255546311,0.502733734
32139,3.004159733,4.255546311,0.502733734
33587,3.004159733,1.002773155,4.005467468
34306,3.004159733,3.002773155,3.005467468
34583,3.004159733,3.502773155,2.755467468
36152,3.004159733,2.755546311,3.502733734
36931,3.004159733,2.505546311,4.002733734
44587,3.004159733,3.255546311,2.502733734
47972,3.004159733,3.002773155,3.005467468
51380,3.004159733,2.755546311,3.502733734
53574,3.004159733,2.755546311,3.502733734
56015,3.004159733,3.502773155,2.755467468
62788,3.004159733,2.002773155,3.505467468
63181,3.004159733,3.502773155,2.755467468
63329,3.004159733,3.255546311,2.502733734
69945,3.004159733,3.755546311,1.502733734
70301,3.004159733,2.502773155,3.255467468
71533,3.004159733,3.755546311,1.502733734
71688,3.004159733,3.502773155,2.755467468
165639,3.004159733,3.255546311,2.502733734
167682,3.004159733,3.002773155,3.005467468
170751,3.004159733,2.502773155,3.255467468
170949,3.004159733,4.002773155,2.505467468
171609,3.004159733,3.505546311,2.002733734
175293,3.004159733,,3.008201202
179491,3.004159733,3.505546311,2.002733734
135147,3.004159733,3.008319467,
151557,3.004159733,3.008319467,
177239,3.004159733,3.008319467,
78633,3.004159733,3.502773155,2.755467468
84122,3.004159733,3.255546311,2.502733734
84444,3.004159733,0.502773155,4.255467468
84455,3.004159733,3.002773155,3.005467468
85540,3.004159733,2.002773155,3.505467468
90237,3.004159733,2.255546311,4.502733734
91351,3.004159733,0.502773155,4.255467468
93006,3.004159733,2.505546311,4.002733734
95816,3.004159733,3.255546311,2.502733734
96608,3.004159733,3.502773155,2.755467468
102747,3.004159733,3.502773155,2.755467468
103534,3.004159733,3.502773155,2.755467468
104231,3.004159733,3.005546311,3.002733734
8240,3.004159733,3.008319467,
54426,3.004159733,3.008319467,
63458,3.004159733,3.008319467,
98511,3.004159733,3.008319467,
4088,3.004159733,,3.008201202
7839,3.004159733,,3.008201202
25783,3.004159733,,3.008201202
26079,3.004159733,,3.008201202
58223,3.004159733,,3.008201202
70410,3.004159733,,3.008201202
73089,3.004159733,,3.008201202
86233,3.004159733,,3.008201202
107916,3.004159733,3.002773155,3.005467468
109181,3.004159733,,3.008201202
110858,3.004159733,2.002773155,3.505467468
112273,3.004159733,4.502773155,2.255467468
125970,3.004159733,2.255546311,4.502733734
126803,3.004159733,2.505546311,4.002733734
106019,3.004159733,3.008319467,
132991,3.004159733,3.005546311,3.002733734
137108,3.004159733,3.755546311,1.502733734
140131,3.004159733,4.002773155,2.505467468
146327,3.004159733,,3.008201202
158382,3.004159733,3.502773155,2.755467468
161852,3.004159733,2.502773155,3.255467468
88932,3.003109895,2.575959259,3.2817676
4305,3.003026002,3.105472361,2.887489748
4247,3.002934722,2.935194813,3.056294524
656,3.002835312,3.061211113,2.928343357
102686,3.002803487,3.211934357,2.765345361
77682,3.002773155,3.502773155,2.502733734
77968,3.002773155,3.002773155,3.002733734
78064,3.002773155,1.002773155,5.002733734
78640,3.002773155,3.502773155,2.502733734
78909,3.002773155,2.502773155,3.502733734
80789,3.002773155,3.502773155,2.502733734
81059,3.002773155,4.002773155,2.002733734
82063,3.002773155,3.002773155,3.002733734
82068,3.002773155,3.002773155,3.002733734
82121,3.002773155,3.502773155,2.502733734
82857,3.002773155,2.002773155,4.002733734
86572,3.002773155,3.002773155,3.002733734
88094,3.002773155,3.002773155,3.002733734
89000,3.002773155,3.002773155,3.002733734
89386,3.002773155,3.502773155,2.502733734
91597,3.002773155,3.002773155,3.002733734
96419,3.002773155,3.002773155,3.002733734
96456,3.002773155,4.002773155,2.002733734
96590,3.002773155,3.002773155,3.002733734
97709,3.002773155,4.002773155,2.002733734
99061,3.002773155,2.502773155,3.502733734
101222,3.002773155,3.502773155,2.502733734
101529,3.002773155,3.002773155,3.002733734
103022,3.002773155,2.002773155,4.002733734
103439,3.002773155,3.002773155,3.002733734
1698,3.002773155,3.005546311,
2981,3.002773155,3.005546311,
3800,3.002773155,3.005546311,
3867,3.002773155,3.005546311,
4182,3.002773155,3.005546311,
4358,3.002773155,3.005546311,
4575,3.002773155,3.005546311,
4839,3.002773155,3.005546311,
5718,3.002773155,3.005546311,
5786,3.002773155,3.005546311,
6009,3.002773155,3.005546311,
6604,3.002773155,3.005546311,
7240,3.002773155,3.005546311,
7625,3.002773155,3.005546311,
26013,3.002773155,3.005546311,
44245,3.002773155,3.005546311,
46544,3.002773155,3.005546311,
48638,3.002773155,3.005546311,
54121,3.002773155,3.005546311,
55292,3.002773155,3.005546311,
57772,3.002773155,3.005546311,
60484,3.002773155,3.005546311,
61724,3.002773155,3.005546311,
65315,3.002773155,3.005546311,
67898,3.002773155,3.005546311,
79203,3.002773155,3.005546311,
83222,3.002773155,3.005546311,
83506,3.002773155,3.005546311,
87314,3.002773155,3.005546311,
88133,3.002773155,3.005546311,
90353,3.002773155,3.005546311,
92829,3.002773155,3.005546311,
96592,3.002773155,3.005546311,
99495,3.002773155,3.005546311,
102413,3.002773155,3.005546311,
103572,3.002773155,3.005546311,
1142,3.002773155,,3.005467468
1742,3.002773155,,3.005467468
1864,3.002773155,,3.005467468
